iso3,year,median,v_name
AFG,1990,76.6405,1
AFG,1990,153.4587,2
AFG,1990,63.0475,3
AFG,1990,48.9789,4
AFG,1990,83.3171,5
AFG,1990,7.7634,6
AFG,1990,347.7826,7
AFG,1990,166.2762,8
AFG,1990,3.0088,9
AFG,1990,38.305,10
AFG,1990,3.0856,11
AFG,1990,6.1212,12
AFG,1990,0.7909,13
AFG,1990,11.012,14
AFG,1990,7.1066,15
AFG,1990,3.6868,16
AFG,1990,0.5358,17
AFG,1990,1.1352,18
AFG,1990,67.5209,22
AFG,1990,48.0379,23
AFG,1990,7.8425,27
AFG,1990,5.0639,28
AFG,1990,2.6039,29
AFG,1990,2.135,30
AFG,1990,803.0767,31
AFG,1990,131.2154,33
AFG,1990,54.7553,34
AFG,1990,0.002,35
AFG,1990,404.098,36
AFG,1990,3020.0894,37
AFG,1990,75.2149,38
AFG,1990,24.4573,39
AFG,1990,186.2452,40
AFG,1990,1747.7301,41
AFG,1990,73.6108,42
AFG,1990,116.5405,43
AFG,1990,0.9746,45
AFG,1990,0.9216,46
AFG,1990,10.7412,47
AFG,1990,0.9281,48
AFG,1990,167.8003,49
AFG,1990,1.8671,50
AFG,1990,31.764,51
AFG,1990,1.5752,52
AFG,1990,7.7057,53
AFG,1990,6.8444,54
AFG,1990,70.2802,57
AFG,1995,60.2145,1
AFG,1995,110.3304,2
AFG,1995,33.0698,3
AFG,1995,59.3527,4
AFG,1995,71.7757,5
AFG,1995,3.9465,6
AFG,1995,364.5729,7
AFG,1995,144.8266,8
AFG,1995,2.6554,9
AFG,1995,24.3913,10
AFG,1995,3.1187,11
AFG,1995,3.6985,12
AFG,1995,0.636,13
AFG,1995,10.7451,14
AFG,1995,4.1565,15
AFG,1995,4.2109,16
AFG,1995,0.5414,17
AFG,1995,1.0991,18
AFG,1995,67.5098,22
AFG,1995,52.7261,23
AFG,1995,7.7585,27
AFG,1995,5.0526,28
AFG,1995,2.6035,29
AFG,1995,2.2205,30
AFG,1995,775.3936,31
AFG,1995,108.4978,33
AFG,1995,47.1467,34
AFG,1995,0.0001,35
AFG,1995,410.0696,36
AFG,1995,3018.4492,37
AFG,1995,68.5946,38
AFG,1995,23.5504,39
AFG,1995,192.3642,40
AFG,1995,1780.7902,41
AFG,1995,75.9815,42
AFG,1995,122.9163,43
AFG,1995,0.9776,45
AFG,1995,0.9201,46
AFG,1995,10.751,47
AFG,1995,0.9557,48
AFG,1995,168.797,49
AFG,1995,1.8611,50
AFG,1995,33.6368,51
AFG,1995,1.6005,52
AFG,1995,7.3103,53
AFG,1995,6.7994,54
AFG,1995,74.419,57
AFG,2000,53.6542,1
AFG,2000,120.7599,2
AFG,2000,27.9409,3
AFG,2000,63.1372,4
AFG,2000,42.3814,5
AFG,2000,2.4895,6
AFG,2000,365.4305,7
AFG,2000,71.4158,8
AFG,2000,2.8412,9
AFG,2000,23.7532,10
AFG,2000,3.1577,11
AFG,2000,3.3154,12
AFG,2000,0.7054,13
AFG,2000,11.7182,14
AFG,2000,5.2205,15
AFG,2000,4.8214,16
AFG,2000,0.535,17
AFG,2000,1.0298,18
AFG,2000,67.4149,22
AFG,2000,52.0571,23
AFG,2000,7.6702,27
AFG,2000,5.1002,28
AFG,2000,2.6099,29
AFG,2000,2.2934,30
AFG,2000,767.5934,31
AFG,2000,107.6983,33
AFG,2000,45.3096,34
AFG,2000,0.0002,35
AFG,2000,411.2583,36
AFG,2000,2997.4093,37
AFG,2000,66.5429,38
AFG,2000,21.4434,39
AFG,2000,202.9163,40
AFG,2000,1841.7007,41
AFG,2000,75.613,42
AFG,2000,149.1276,43
AFG,2000,0.9827,45
AFG,2000,0.9298,46
AFG,2000,11.3901,47
AFG,2000,0.982,48
AFG,2000,174.9378,49
AFG,2000,1.8567,50
AFG,2000,36.3424,51
AFG,2000,1.6172,52
AFG,2000,6.95,53
AFG,2000,6.97,54
AFG,2000,81.6599,57
AFG,2005,49.1649,1
AFG,2005,154.6526,2
AFG,2005,34.1793,3
AFG,2005,51.613,4
AFG,2005,60.3224,5
AFG,2005,2.4016,6
AFG,2005,366.4351,7
AFG,2005,48.8447,8
AFG,2005,2.8877,9
AFG,2005,16.8764,10
AFG,2005,3.2086,11
AFG,2005,4.3982,12
AFG,2005,0.6039,13
AFG,2005,11.728,14
AFG,2005,45.5955,15
AFG,2005,5.3494,16
AFG,2005,0.5402,17
AFG,2005,0.6362,18
AFG,2005,67.2327,22
AFG,2005,46.5466,23
AFG,2005,7.7451,27
AFG,2005,5.1256,28
AFG,2005,2.6186,29
AFG,2005,2.4612,30
AFG,2005,792.6748,31
AFG,2005,96.1133,33
AFG,2005,45.423,34
AFG,2005,1.57,35
AFG,2005,420.5069,36
AFG,2005,3006.9972,37
AFG,2005,70.3146,38
AFG,2005,20.9496,39
AFG,2005,216.2426,40
AFG,2005,1903.9224,41
AFG,2005,76.701,42
AFG,2005,154.5252,43
AFG,2005,1.0029,45
AFG,2005,0.9478,46
AFG,2005,12.2802,47
AFG,2005,1.0301,48
AFG,2005,181.1916,49
AFG,2005,1.8709,50
AFG,2005,38.872,51
AFG,2005,1.557,52
AFG,2005,6.8655,53
AFG,2005,7.1899,54
AFG,2005,74.3463,57
AFG,2010,61.0533,1
AFG,2010,148.3486,2
AFG,2010,14.3447,3
AFG,2010,50.9815,4
AFG,2010,104.546,5
AFG,2010,14.5104,6
AFG,2010,326.1793,7
AFG,2010,52.1233,8
AFG,2010,3.1073,9
AFG,2010,15.1527,10
AFG,2010,3.2829,11
AFG,2010,5.7198,12
AFG,2010,0.6163,13
AFG,2010,12.5438,14
AFG,2010,104.5736,15
AFG,2010,5.7029,16
AFG,2010,0.5452,17
AFG,2010,1.1425,18
AFG,2010,67.1079,22
AFG,2010,54.1836,23
AFG,2010,7.8345,27
AFG,2010,5.1758,28
AFG,2010,2.6215,29
AFG,2010,2.5139,30
AFG,2010,885.3659,31
AFG,2010,94.4893,33
AFG,2010,43.7441,34
AFG,2010,10.9484,35
AFG,2010,439.1486,36
AFG,2010,3016.2027,37
AFG,2010,73.3825,38
AFG,2010,19.7539,39
AFG,2010,231.4024,40
AFG,2010,1983.8995,41
AFG,2010,77.4328,42
AFG,2010,204.3679,43
AFG,2010,1.022,45
AFG,2010,0.962,46
AFG,2010,13.2762,47
AFG,2010,1.084,48
AFG,2010,188.1327,49
AFG,2010,1.8933,50
AFG,2010,40.5067,51
AFG,2010,1.5374,52
AFG,2010,6.5464,53
AFG,2010,7.513,54
AFG,2010,73.1122,57
AFG,2015,83.0548,1
AFG,2015,108.8049,2
AFG,2015,16.255,3
AFG,2015,41.9634,4
AFG,2015,106.0859,5
AFG,2015,3.0515,6
AFG,2015,225.6406,7
AFG,2015,44.591,8
AFG,2015,3.3712,9
AFG,2015,11.1252,10
AFG,2015,3.2366,11
AFG,2015,9.3667,12
AFG,2015,0.5801,13
AFG,2015,10.3537,14
AFG,2015,73.7336,15
AFG,2015,3.7634,16
AFG,2015,0.556,17
AFG,2015,1.8118,18
AFG,2015,67.5038,22
AFG,2015,59.2992,23
AFG,2015,7.5283,27
AFG,2015,5.0592,28
AFG,2015,2.6191,29
AFG,2015,2.4403,30
AFG,2015,801.7972,31
AFG,2015,79.3956,33
AFG,2015,47.5675,34
AFG,2015,8.268,35
AFG,2015,435.1238,36
AFG,2015,3127.5106,37
AFG,2015,81.8562,38
AFG,2015,20.3471,39
AFG,2015,237.6542,40
AFG,2015,1976.5631,41
AFG,2015,77.9119,42
AFG,2015,180.113,43
AFG,2015,1.0315,45
AFG,2015,0.9564,46
AFG,2015,13.3718,47
AFG,2015,1.0961,48
AFG,2015,188.7925,49
AFG,2015,1.8104,50
AFG,2015,41.808,51
AFG,2015,1.6279,52
AFG,2015,6.4123,53
AFG,2015,7.6039,54
AFG,2015,75.1545,57
AFG,2018,65.697,1
AFG,2018,98.0801,2
AFG,2018,21.1958,3
AFG,2018,44.8921,4
AFG,2018,103.8303,5
AFG,2018,31.2057,6
AFG,2018,223.1689,7
AFG,2018,41.5289,8
AFG,2018,2.2383,9
AFG,2018,8.6861,10
AFG,2018,3.2337,11
AFG,2018,8.142,12
AFG,2018,0.5858,13
AFG,2018,10.2994,14
AFG,2018,88.6901,15
AFG,2018,3.9534,16
AFG,2018,0.5611,17
AFG,2018,1.7218,18
AFG,2018,67.4761,22
AFG,2018,59.1503,23
AFG,2018,7.4892,27
AFG,2018,5.0139,28
AFG,2018,2.6203,29
AFG,2018,2.5064,30
AFG,2018,933.0715,31
AFG,2018,71.6696,33
AFG,2018,45.8001,34
AFG,2018,11.6683,35
AFG,2018,436.6414,36
AFG,2018,3146.3273,37
AFG,2018,80.6876,38
AFG,2018,18.453,39
AFG,2018,240.3784,40
AFG,2018,1994.9647,41
AFG,2018,79.0218,42
AFG,2018,265.1418,43
AFG,2018,1.0429,45
AFG,2018,0.9599,46
AFG,2018,13.5061,47
AFG,2018,1.1042,48
AFG,2018,190.3951,49
AFG,2018,1.7994,50
AFG,2018,42.1268,51
AFG,2018,1.5945,52
AFG,2018,6.4264,53
AFG,2018,7.6447,54
AFG,2018,69.7852,57
AFG,2020,8.8198,10
AFG,2020,72.4319,33
AFG,2020,10.883,35
AFG,2020,1.797,50
AGO,1990,44.293,1
AGO,1990,133.9724,2
AGO,1990,26.1738,3
AGO,1990,46.7852,4
AGO,1990,28.9646,5
AGO,1990,2.2176,6
AGO,1990,303.7403,7
AGO,1990,32.4237,8
AGO,1990,4.3384,9
AGO,1990,15.4736,10
AGO,1990,89.2999,11
AGO,1990,1.7693,12
AGO,1990,1.34,13
AGO,1990,8.5338,14
AGO,1990,103.2947,15
AGO,1990,17.5054,16
AGO,1990,0.1881,17
AGO,1990,0.5392,18
AGO,1990,60.3485,22
AGO,1990,46.2986,23
AGO,1990,12.1445,27
AGO,1990,10.2269,28
AGO,1990,2.6445,29
AGO,1990,211.4583,30
AGO,1990,689.061,31
AGO,1990,113.0714,33
AGO,1990,16.4619,34
AGO,1990,1.3206,35
AGO,1990,500.1448,36
AGO,1990,2061.452,37
AGO,1990,64.7417,38
AGO,1990,14.3708,39
AGO,1990,218.016,40
AGO,1990,2042.3474,41
AGO,1990,99.1359,42
AGO,1990,1573.426,43
AGO,1990,1.0171,45
AGO,1990,1.2714,46
AGO,1990,10.7376,47
AGO,1990,1.207,48
AGO,1990,206.8642,49
AGO,1990,2.1819,50
AGO,1990,68.0392,51
AGO,1990,2.9323,52
AGO,1990,9.3377,53
AGO,1990,7.1449,54
AGO,1990,104.3116,57
AGO,1995,42.417,1
AGO,1995,118.1554,2
AGO,1995,13.2079,3
AGO,1995,58.9161,4
AGO,1995,38.1534,5
AGO,1995,1.4285,6
AGO,1995,118.4617,7
AGO,1995,37.9348,8
AGO,1995,3.3442,9
AGO,1995,10.5875,10
AGO,1995,33.5953,11
AGO,1995,1.6437,12
AGO,1995,1.4015,13
AGO,1995,9.4143,14
AGO,1995,44.4194,15
AGO,1995,19.6515,16
AGO,1995,0.19,17
AGO,1995,0.5399,18
AGO,1995,60.2054,22
AGO,1995,51.9715,23
AGO,1995,12.0334,27
AGO,1995,10.1021,28
AGO,1995,2.6588,29
AGO,1995,117.1226,30
AGO,1995,671.8211,31
AGO,1995,95.2185,33
AGO,1995,13.1638,34
AGO,1995,0.128,35
AGO,1995,505.0599,36
AGO,1995,2061.8962,37
AGO,1995,63.0481,38
AGO,1995,20.6812,39
AGO,1995,224.5922,40
AGO,1995,2051.9928,41
AGO,1995,97.7397,42
AGO,1995,1117.62,43
AGO,1995,1.0186,45
AGO,1995,1.2677,46
AGO,1995,10.8372,47
AGO,1995,1.2437,48
AGO,1995,205.7451,49
AGO,1995,2.1918,50
AGO,1995,70.9954,51
AGO,1995,2.1982,52
AGO,1995,8.8789,53
AGO,1995,7.2002,54
AGO,1995,59.6959,57
AGO,2000,37.2947,1
AGO,2000,117.7751,2
AGO,2000,0.6442,3
AGO,2000,59.29,4
AGO,2000,28.6665,5
AGO,2000,0.6397,6
AGO,2000,158.1549,7
AGO,2000,52.2022,8
AGO,2000,9.9648,9
AGO,2000,18.5679,10
AGO,2000,41.9086,11
AGO,2000,3.8076,12
AGO,2000,1.4489,13
AGO,2000,10.0202,14
AGO,2000,61.2813,15
AGO,2000,21.897,16
AGO,2000,0.1908,17
AGO,2000,0.543,18
AGO,2000,59.951,22
AGO,2000,52.732,23
AGO,2000,11.8009,27
AGO,2000,10.1176,28
AGO,2000,2.6752,29
AGO,2000,137.7003,30
AGO,2000,651.2514,31
AGO,2000,124.0041,33
AGO,2000,13.8514,34
AGO,2000,0.2714,35
AGO,2000,503.7734,36
AGO,2000,2070.8487,37
AGO,2000,73.1607,38
AGO,2000,21.1794,39
AGO,2000,237.8844,40
AGO,2000,2106.4975,41
AGO,2000,98.2811,42
AGO,2000,946.4428,43
AGO,2000,1.0309,45
AGO,2000,1.2878,46
AGO,2000,11.5718,47
AGO,2000,1.2826,48
AGO,2000,212.1548,49
AGO,2000,2.2835,50
AGO,2000,75.6813,51
AGO,2000,2.0418,52
AGO,2000,8.579,53
AGO,2000,7.4504,54
AGO,2000,47.8798,57
AGO,2005,78.6901,1
AGO,2005,128.1544,2
AGO,2005,25.7479,3
AGO,2005,59.623,4
AGO,2005,29.621,5
AGO,2005,6.1931,6
AGO,2005,221.1478,7
AGO,2005,54.4405,8
AGO,2005,5.1826,9
AGO,2005,25.272,10
AGO,2005,42.4571,11
AGO,2005,8.4492,12
AGO,2005,1.5011,13
AGO,2005,10.7432,14
AGO,2005,163.1631,15
AGO,2005,19.7251,16
AGO,2005,0.2119,17
AGO,2005,0.5448,18
AGO,2005,59.6318,22
AGO,2005,55.7582,23
AGO,2005,12.0106,27
AGO,2005,10.2527,28
AGO,2005,2.695,29
AGO,2005,145.408,30
AGO,2005,769.1435,31
AGO,2005,144.7811,33
AGO,2005,17.6071,34
AGO,2005,2.6889,35
AGO,2005,510.6054,36
AGO,2005,2084.0828,37
AGO,2005,83.9996,38
AGO,2005,20.1411,39
AGO,2005,250.3118,40
AGO,2005,2143.853,41
AGO,2005,99.1342,42
AGO,2005,1069.5196,43
AGO,2005,1.0451,45
AGO,2005,1.3048,46
AGO,2005,12.4438,47
AGO,2005,1.332,48
AGO,2005,218.0454,49
AGO,2005,2.354,50
AGO,2005,79.1297,51
AGO,2005,1.9743,52
AGO,2005,8.4568,53
AGO,2005,7.698,54
AGO,2005,51.3228,57
AGO,2010,118.9555,1
AGO,2010,341.534,2
AGO,2010,488.4468,3
AGO,2010,51.6342,4
AGO,2010,37.2645,5
AGO,2010,12.1018,6
AGO,2010,225.1548,7
AGO,2010,52.2233,8
AGO,2010,3.1732,9
AGO,2010,25.4136,10
AGO,2010,68.7268,11
AGO,2010,13.8743,12
AGO,2010,1.6044,13
AGO,2010,11.4164,14
AGO,2010,188.4452,15
AGO,2010,18.8378,16
AGO,2010,2.3483,17
AGO,2010,0.5468,18
AGO,2010,59.4744,22
AGO,2010,72.5748,23
AGO,2010,12.0281,27
AGO,2010,10.3104,28
AGO,2010,2.7018,29
AGO,2010,194.1885,30
AGO,2010,792.4282,31
AGO,2010,147.9534,33
AGO,2010,30.5384,34
AGO,2010,3.441,35
AGO,2010,527.8009,36
AGO,2010,2092.7818,37
AGO,2010,90.4076,38
AGO,2010,22.113,39
AGO,2010,266.6719,40
AGO,2010,2199.1224,41
AGO,2010,99.9436,42
AGO,2010,1026.8784,43
AGO,2010,1.058,45
AGO,2010,1.3199,46
AGO,2010,13.3728,47
AGO,2010,1.396,48
AGO,2010,224.5802,49
AGO,2010,2.4058,50
AGO,2010,81.2977,51
AGO,2010,1.9202,52
AGO,2010,8.1656,53
AGO,2010,8.0971,54
AGO,2010,38.5136,57
AGO,2015,126.2633,1
AGO,2015,330.0496,2
AGO,2015,424.1917,3
AGO,2015,52.2117,4
AGO,2015,37.6499,5
AGO,2015,15.0809,6
AGO,2015,247.2353,7
AGO,2015,49.7839,8
AGO,2015,2.0952,9
AGO,2015,23.9126,10
AGO,2015,47.8182,11
AGO,2015,3.5995,12
AGO,2015,1.7107,13
AGO,2015,10.7614,14
AGO,2015,254.6987,15
AGO,2015,16.7781,16
AGO,2015,0.7291,17
AGO,2015,0.5447,18
AGO,2015,60.0762,22
AGO,2015,40.0389,23
AGO,2015,10.8207,27
AGO,2015,10.1782,28
AGO,2015,2.6897,29
AGO,2015,144.567,30
AGO,2015,755.2683,31
AGO,2015,135.7974,33
AGO,2015,29.825,34
AGO,2015,6.9287,35
AGO,2015,451.8208,36
AGO,2015,2004.4658,37
AGO,2015,72.7841,38
AGO,2015,16.0395,39
AGO,2015,298.7347,40
AGO,2015,2578.607,41
AGO,2015,101.2823,42
AGO,2015,1310.4826,43
AGO,2015,1.0567,45
AGO,2015,1.3001,46
AGO,2015,13.3997,47
AGO,2015,1.6412,48
AGO,2015,260.4807,49
AGO,2015,2.3805,50
AGO,2015,170.1959,51
AGO,2015,1.8041,52
AGO,2015,8.038,53
AGO,2015,7.3406,54
AGO,2015,37.5174,57
AGO,2018,119.747,1
AGO,2018,308.837,2
AGO,2018,346.3771,3
AGO,2018,52.6625,4
AGO,2018,37.7996,5
AGO,2018,11.6122,6
AGO,2018,223.8385,7
AGO,2018,57.5924,8
AGO,2018,1.8344,9
AGO,2018,17.9569,10
AGO,2018,37.9708,11
AGO,2018,0.7703,12
AGO,2018,1.6955,13
AGO,2018,10.7283,14
AGO,2018,212.2634,15
AGO,2018,17.0417,16
AGO,2018,0.665,17
AGO,2018,0.5457,18
AGO,2018,60.1151,22
AGO,2018,37.8145,23
AGO,2018,10.6636,27
AGO,2018,10.1396,28
AGO,2018,2.6882,29
AGO,2018,125.3158,30
AGO,2018,736.6103,31
AGO,2018,112.2113,33
AGO,2018,28.3662,34
AGO,2018,4.7865,35
AGO,2018,444.4668,36
AGO,2018,1997.1884,37
AGO,2018,54.7693,38
AGO,2018,16.6935,39
AGO,2018,303.3588,40
AGO,2018,2624.1518,41
AGO,2018,98.9738,42
AGO,2018,1124.8518,43
AGO,2018,1.0602,45
AGO,2018,1.2959,46
AGO,2018,13.4582,47
AGO,2018,1.6742,48
AGO,2018,266.2965,49
AGO,2018,2.3855,50
AGO,2018,179.5006,51
AGO,2018,1.7176,52
AGO,2018,7.9702,53
AGO,2018,7.2743,54
AGO,2018,32.7841,57
AGO,2020,19.1034,10
AGO,2020,114.7887,33
AGO,2020,5.5984,35
AGO,2020,2.4173,50
ALB,1990,18.012,1
ALB,1990,66.4534,2
ALB,1990,44.2444,3
ALB,1990,67.9934,4
ALB,1990,31.2865,5
ALB,1990,0.9849,6
ALB,1990,230.8424,7
ALB,1990,164.852,8
ALB,1990,26.4882,9
ALB,1990,7.5905,10
ALB,1990,4.9595,11
ALB,1990,16.2636,12
ALB,1990,11.7926,13
ALB,1990,73.0273,14
ALB,1990,59.305,15
ALB,1990,40.166,16
ALB,1990,0.1189,17
ALB,1990,0.6911,18
ALB,1990,52.0975,22
ALB,1990,37.476,23
ALB,1990,9.5103,27
ALB,1990,12.6232,28
ALB,1990,2.4876,29
ALB,1990,50.071,30
ALB,1990,500.8881,31
ALB,1990,152.8944,33
ALB,1990,6.6708,34
ALB,1990,2.2471,35
ALB,1990,459.512,36
ALB,1990,2707.3593,37
ALB,1990,76.9933,38
ALB,1990,13.5246,39
ALB,1990,137.1939,40
ALB,1990,1545.3189,41
ALB,1990,24.6757,42
ALB,1990,589.2648,43
ALB,1990,0.9365,45
ALB,1990,1.2875,46
ALB,1990,13.5039,47
ALB,1990,0.9198,48
ALB,1990,202.5028,49
ALB,1990,3.4742,50
ALB,1990,35.2183,51
ALB,1990,3.6359,52
ALB,1990,13.407,53
ALB,1990,4.7503,54
ALB,1990,77.3285,57
ALB,1995,24.2218,1
ALB,1995,85.707,2
ALB,1995,67.7838,3
ALB,1995,68.4832,4
ALB,1995,31.2469,5
ALB,1995,0.7911,6
ALB,1995,277.6316,7
ALB,1995,78.9661,8
ALB,1995,30.9408,9
ALB,1995,14.1912,10
ALB,1995,2.7564,11
ALB,1995,19.6895,12
ALB,1995,11.8448,13
ALB,1995,73.1245,14
ALB,1995,73.1829,15
ALB,1995,37.6596,16
ALB,1995,0.1567,17
ALB,1995,0.6965,18
ALB,1995,50.8032,22
ALB,1995,68.7483,23
ALB,1995,11.6332,27
ALB,1995,13.9078,28
ALB,1995,2.4605,29
ALB,1995,25.0076,30
ALB,1995,443.1104,31
ALB,1995,199.9262,33
ALB,1995,8.6729,34
ALB,1995,3.4281,35
ALB,1995,726.4038,36
ALB,1995,2858.18,37
ALB,1995,80.1784,38
ALB,1995,9.5272,39
ALB,1995,174.5132,40
ALB,1995,1870.8445,41
ALB,1995,22.9068,42
ALB,1995,863.7837,43
ALB,1995,0.9606,45
ALB,1995,1.4413,46
ALB,1995,14.146,47
ALB,1995,1.2008,48
ALB,1995,206.7817,49
ALB,1995,3.5577,50
ALB,1995,53.2074,51
ALB,1995,4.5558,52
ALB,1995,14.0267,53
ALB,1995,6.0783,54
ALB,1995,107.4459,57
ALB,2000,49.1234,1
ALB,2000,92.5805,2
ALB,2000,102.7914,3
ALB,2000,66.4216,4
ALB,2000,35.7688,5
ALB,2000,4.2504,6
ALB,2000,234.634,7
ALB,2000,60.3681,8
ALB,2000,39.2552,9
ALB,2000,15.2439,10
ALB,2000,8.7792,11
ALB,2000,27.5687,12
ALB,2000,11.1334,13
ALB,2000,73.9454,14
ALB,2000,110.5036,15
ALB,2000,33.0388,16
ALB,2000,0.2971,17
ALB,2000,0.6885,18
ALB,2000,50.8985,22
ALB,2000,72.1713,23
ALB,2000,11.2444,27
ALB,2000,13.4811,28
ALB,2000,2.4755,29
ALB,2000,81.7393,30
ALB,2000,507.5672,31
ALB,2000,209.3328,33
ALB,2000,12.4107,34
ALB,2000,6.8577,35
ALB,2000,696.151,36
ALB,2000,2973.6435,37
ALB,2000,85.5558,38
ALB,2000,9.7027,39
ALB,2000,186.9094,40
ALB,2000,2078.9981,41
ALB,2000,23.7875,42
ALB,2000,1172.0952,43
ALB,2000,0.9871,45
ALB,2000,1.5019,46
ALB,2000,16.6333,47
ALB,2000,1.3529,48
ALB,2000,218.7956,49
ALB,2000,3.6442,50
ALB,2000,61.4468,51
ALB,2000,4.4018,52
ALB,2000,14.4884,53
ALB,2000,6.2749,54
ALB,2000,100.8725,57
ALB,2005,80.4278,1
ALB,2005,102.0665,2
ALB,2005,111.2677,3
ALB,2005,62.9894,4
ALB,2005,36.1196,5
ALB,2005,8.2623,6
ALB,2005,244.4128,7
ALB,2005,39.0796,8
ALB,2005,51.3296,9
ALB,2005,28.4933,10
ALB,2005,14.593,11
ALB,2005,32.8502,12
ALB,2005,14.5534,13
ALB,2005,81.9789,14
ALB,2005,88.2193,15
ALB,2005,30.8755,16
ALB,2005,0.2602,17
ALB,2005,0.6874,18
ALB,2005,49.8337,22
ALB,2005,77.2177,23
ALB,2005,12.3146,27
ALB,2005,15.0008,28
ALB,2005,2.4904,29
ALB,2005,141.8525,30
ALB,2005,549.5928,31
ALB,2005,271.8203,33
ALB,2005,17.2144,34
ALB,2005,4.8278,35
ALB,2005,802.3425,36
ALB,2005,2990.4763,37
ALB,2005,89.7762,38
ALB,2005,9.2961,39
ALB,2005,227.3432,40
ALB,2005,2437.575,41
ALB,2005,23.9538,42
ALB,2005,1195.0187,43
ALB,2005,1.0473,45
ALB,2005,1.5985,46
ALB,2005,22.3446,47
ALB,2005,1.7419,48
ALB,2005,236.7897,49
ALB,2005,3.7619,50
ALB,2005,91.9606,51
ALB,2005,4.7473,52
ALB,2005,14.4418,53
ALB,2005,7.227,54
ALB,2005,111.2453,57
ALB,2010,111.3112,1
ALB,2010,115.5425,2
ALB,2010,124.6288,3
ALB,2010,53.2085,4
ALB,2010,37.088,5
ALB,2010,10.9004,6
ALB,2010,247.8484,7
ALB,2010,43.662,8
ALB,2010,66.2513,9
ALB,2010,53.047,10
ALB,2010,19.2545,11
ALB,2010,35.2298,12
ALB,2010,15.8091,13
ALB,2010,85.9967,14
ALB,2010,490.9481,15
ALB,2010,29.1206,16
ALB,2010,0.5076,17
ALB,2010,0.6872,18
ALB,2010,50.417,22
ALB,2010,66.1313,23
ALB,2010,12.0688,27
ALB,2010,14.9484,28
ALB,2010,2.471,29
ALB,2010,145.4425,30
ALB,2010,504.9566,31
ALB,2010,350.2396,33
ALB,2010,26.0875,34
ALB,2010,28.4666,35
ALB,2010,847.1954,36
ALB,2010,3186.8024,37
ALB,2010,92.0969,38
ALB,2010,7.8806,39
ALB,2010,292.4321,40
ALB,2010,3051.5047,41
ALB,2010,24.2675,42
ALB,2010,2198.8425,43
ALB,2010,1.112,45
ALB,2010,1.6566,46
ALB,2010,29.8247,47
ALB,2010,2.2558,48
ALB,2010,268.8465,49
ALB,2010,3.8871,50
ALB,2010,133.2483,51
ALB,2010,4.7425,52
ALB,2010,15.2616,53
ALB,2010,7.9828,54
ALB,2010,111.1175,57
ALB,2015,130.4848,1
ALB,2015,122.2949,2
ALB,2015,180.9517,3
ALB,2015,69.9419,4
ALB,2015,40.7133,5
ALB,2015,11.8768,6
ALB,2015,252.5427,7
ALB,2015,35.7576,8
ALB,2015,77.9835,9
ALB,2015,66.4931,10
ALB,2015,17.4752,11
ALB,2015,84.9267,12
ALB,2015,16.671,13
ALB,2015,83.1875,14
ALB,2015,842.4849,15
ALB,2015,26.1646,16
ALB,2015,0.7848,17
ALB,2015,0.7661,18
ALB,2015,50.3029,22
ALB,2015,67.6273,23
ALB,2015,12.0901,27
ALB,2015,15.056,28
ALB,2015,2.4707,29
ALB,2015,145.6699,30
ALB,2015,513.2424,31
ALB,2015,402.6753,33
ALB,2015,33.9138,34
ALB,2015,32.159,35
ALB,2015,851.3713,36
ALB,2015,3280.3542,37
ALB,2015,110.2253,38
ALB,2015,8.6908,39
ALB,2015,295.7313,40
ALB,2015,3069.4404,41
ALB,2015,23.8598,42
ALB,2015,2258.9844,43
ALB,2015,1.1167,45
ALB,2015,1.6532,46
ALB,2015,29.5123,47
ALB,2015,2.2882,48
ALB,2015,268.6816,49
ALB,2015,3.911,50
ALB,2015,128.4177,51
ALB,2015,4.9658,52
ALB,2015,14.7742,53
ALB,2015,8.0008,54
ALB,2015,111.4996,57
ALB,2018,138.8744,1
ALB,2018,129.0838,2
ALB,2018,185.7836,3
ALB,2018,73.0317,4
ALB,2018,40.1814,5
ALB,2018,12.2728,6
ALB,2018,252.814,7
ALB,2018,31.2138,8
ALB,2018,73.4371,9
ALB,2018,67.9465,10
ALB,2018,18.3173,11
ALB,2018,87.373,12
ALB,2018,16.6814,13
ALB,2018,82.8668,14
ALB,2018,925.5667,15
ALB,2018,25.7322,16
ALB,2018,0.7055,17
ALB,2018,0.7009,18
ALB,2018,50.3201,22
ALB,2018,66.663,23
ALB,2018,12.1132,27
ALB,2018,15.0386,28
ALB,2018,2.4696,29
ALB,2018,150.6806,30
ALB,2018,509.6423,31
ALB,2018,407.4584,33
ALB,2018,30.343,34
ALB,2018,32.5024,35
ALB,2018,851.2078,36
ALB,2018,3273.0559,37
ALB,2018,112.6068,38
ALB,2018,8.0533,39
ALB,2018,296.2691,40
ALB,2018,3078.1529,41
ALB,2018,24.2779,42
ALB,2018,2685.17,43
ALB,2018,1.1164,45
ALB,2018,1.6507,46
ALB,2018,29.5772,47
ALB,2018,2.2992,48
ALB,2018,269.5936,49
ALB,2018,3.878,50
ALB,2018,128.6734,51
ALB,2018,5.0637,52
ALB,2018,15.1718,53
ALB,2018,7.9951,54
ALB,2018,113.7398,57
ALB,2020,68.5859,10
ALB,2020,409.2188,33
ALB,2020,32.4611,35
ALB,2020,3.9043,50
ARE,1990,121.6927,1
ARE,1990,139.5499,2
ARE,1990,284.1986,3
ARE,1990,20.3858,4
